source,target,role
"19487","1852","Dominick Pezzulo"
"19487","22907","Eddie Hatcher"
"19487","80271","James"
"19488","1852","Allison's Mother"
"19489","1852","Allison's Father"
"19489","2207","Mike Sheehan"
"19489","72976","George Pendleton"
"1949","164","Librarian"
"19492","10060","Grandma"
"19492","10712","Sybil"
"19492","109491","Amma"
"19492","14305","Dr. Charlene Barton"
"19492","14326","Jean"
"19492","14359","Mrs. Miller"
"19492","146233","Nancy Birch"
"19492","15670","Ellen"
"19492","16995","Dr. Judith Franklin"
"19492","1852","Mother in Hospital with Donna"
"19492","2103","Gordon"
"19492","22803","Mayor April Henry"
"19492","37834","Isabel George - C.I.A. Director"
"19492","38167","Delia"
"19492","44945","Gail"
"19492","50014","Aibileen Clark"
"19492","64685","Abby Black"
"19492","80274","Major Gwen Anderson"
"19492","8271","Detective Parker"
"19","4951","Ms. Perky"
"19497","143049","Rubia"
"19497","1852","Antonio Rodrigues"
"19497","2059","Agent Hendricks"
"19497","26390","Det. George Montress"
"19497","401","Jesse"
"19497","8880","Benigno (Dariel Alarcón Ramirez)"
"19498","106646","Brad"
"19498","11439","Rick"
"19498","134411","Daniel James"
"19498","13641","Interviewer"
"19498","18360","Al Capone"
"19498","1852","Christopher Amoroso"
"19498","189197","Sgt. Manuel Manny Rodriguez"
"19498","228150","Grady Travis"
"19498","35056","Young Man"
"19498","64807","B.J."
"194","9869","Paddy O'Neil"
"19498","75622","Dan Morone"
"194","98","Marcus Aurelius"
"19","50014","Charlotte Phelan"
"19505","10377","Stan Rothenstein"
"19505","1273","Donatello"
"19505","1273","Additional Voices (voice)"
"19505","65291","Avra"
"19506","123025","Mr. Hudson"
"19506","123025","Spud"
"19506","123025","Additional Voices (voice)"
"19506","1273","Leonardo (voice)"
"19506","13640","Officer Tucker (voice)"
"19506","36736","Wooldoor Sockbat"
"19506","36736","Jew Producer (voice)"
"19506","55931","Additional Voices (The Second Renaissance Part I & II)"
"19506","55931","Ash (A Detective Story)"
"19506","55931","Raul (Matriculated)"
"19506","65291","Tomar-Re"
"19506","65291","Ysmault Prisoner"
"19506","7092","Narrator ( voice )"
"19506","8965","Milo"
"19508","1273","Raphael"
"19508","1273","Nightwatcher (voice)"
"19508","14609","Giant Man"
"19508","14611","Giant Man"
"19508","15257","Deadpool"
"19508","242643","Penguin"
"19508","242643","Oswald Cobblepot"
"19508","30061","Green Lantern"
"1951","10003","Emma Russell"
"1951","11096","Elizabeth"
"1951","11171","Mrs. McCormick"
"19511","120467","Mr. Mosher"
"1951","14367","Chris Parker"
"19511","60599","Jeffrey Greenberg"
"19511","6440","Bayonet Melville"
"1951","165","Jennifer Parker"
"1951","165","Jennifer McFly"
"19511","7861","Bob"
"1951","1885","Ali Mills"
"1951","196","Jennifer Parker"
"1951","259018","Pamela Bender"
"1951","2639","Fay"
"1951","43593","Julie Forester"
"1951","451","Sera"
"1951","7520","Jordan Mooney"
"1951","82505","Sarah"
"1951","82684","Christy Moriarity"
"1951","82696","Karen, The Bartender"
"1951","9383","Linda McKay"
"1952","165","George McFly"
"1952","196","George McFly"
"195274","38961","Tess"
"1953","105","3-D"
"1953","11967","Charles 'Charley' Bowdre"
"1953","13339","Jerry Mitchell"
"1953","165","3-D"
"1953","235","Billy Tessio"
"195331","114606","Clive"
"19536","112949","Alex Wheatley"
"19536","13476","Tad Hamilton"
"19536","13477","Nick Beamon"
"19536","139567","Jeremy Coleman"
"19536","172847","Mitchell"
"19536","1858","Captain Lennox"
"19536","38356","Lt. Colonel William Lennox"
"19536","38408","Eric Messer"
"19536","41556","Tom"
"19536","62838","Sam"
"19536","8373","Captain Lennox"
"19536","87818","Anson (segment Beezel)"
"19536","9796","Alex"
"19537","11132","Carla"
"19537","13092","Sophie Maes"
"19537","1858","Mikaela Banes"
"19537","19994","Jennifer Check"
"19537","20533","Leila"
"19537","76493","Herself"
"19537","80038","Mary Jane"
"19537","8373","Mikaela Banes"
"19537","89492","Desi"
"19537","98566","April O'Neil"
"19538","10007","Zoe"
"19538","10885","Jane Shaw"
"19538","13018","List Member #5"
"19538","1858","Maggie Madsen"
"19538","66125","Nancy"
"19538","71469","Anne"
"1953","9609","Curley"
"1953","9826","Morgan"
"195399","121879","Dr. Nadir"
"19540","13682","Eeyore (voice)"
"19540","13691","Eeyore"
"19540","15655","Eeyore (voice)"
"19540","1857","Optimus Prime (voice)"
"19540","1858","Optimus Prime (voice)"
"19540","38356","Optimus Prime (voice)"
"19540","91314","Optimus Prime (voice)"
"1954","10493","Hughie Warriner"
"1954","105","Match"
"19541","1858","Transformers (voice)"
"1954","11969","Mr. Fabian"
"1954","12651","Lt. Val Valentine Kozlowski"
"1954","165","Match"
"1954","168705","Elrich"
"1954","3980","Steve Elliot"
"1954","4012","Curtis Zampf"
"1954","49950","Professor Roberts"
"19545","10386","Additional Voices"
"19545","12222","Old Time Who"
"19545","12222","Additional Voices"
"19545","1857","Astrotrain (voice)"
"19545","585","Additional Voices (voice)"
"19545","862","Shark"
"19545","862","Rocky Gibraltar (voice)"
"1954","58767","Richard Miller"
"1954","597","Caledon 'Cal' Hockley"
"19546","14444","Charles 'Chaz' Finster Sr (voice)"
"19546","16340","Drew Pickels"
"19546","16340","Chaz Finsters, Sr."
"19546","1857","Prowl"
"19546","1857","Scrapper"
"19546","1857","Swoop"
"19546","1857","Junkion (voice)"
"19546","25059","Stokey"
"19546","38757","Additional Voices (voice)"
"19547","1857","Grimlock (voice)"
"1954","78049","Talus"
"19548","1857","Arcee (voice)"
"1954","9059","The Collector"
"1954","9398","Himself"
"1954","9545","Richard Miller"
"1954","9826","The Phantom"
"1954","9826","Kit Walker"
"19550","10322","Benjamin Rand"
"19550","11482","Monsieur Zy"
"19550","13550","Sen. Joseph Carmichael"
"19551","289","German Banker Refused by Rick (uncredited)"
"1955","165","Spike"
"195525","116","Heather"
"195525","75900","Vanessa"
"195562","6038","Prostitute"
"1956","10407","Patty"
"1956","13989","President Elect Allison Taylor"
"1956","163","Molly Star"
"1956","163","Mrs. Caldwell"
"1956","2133","Edie Bailey"
"1956","2675","Officer Paski"
"1956","462","Pamela Duncan"
"1956","547","Liz Hammond"
"1956","6947","Mrs. Clack"
"195675","156711","Captain East"
"1956","8915","Eleanor Roosevelt"
"1956","9583","Grandma 'Buggy' Abbott"
"1957","10210","Hippolyta"
"1957","121936","Charlotte Posche"
"1957","15709","Ariane Marciac"
"1957","166","Vic Berreton"
"1957","171","Vic Beretton"
"1957","18897","Jeanne"
"1957","197","Princess Isabelle"
"1957","21861","Anne"
"1957","36643","Elektra King"
"19574","5925","Capt. Posen"
"19576","11004","Walter Gaskell"
"19576","13825","Cop #2"
"19576","2670","William Denbrough"
"19578","11003","George"
"19578","11932","Damien"
"19578","680","Man No. 4"
"1958","13043","Jacky Pic"
"1958","166","François Beretton"
"1958","171","François Beretton"
"1958","31417","un inspecteur"
"1958","38277","Jacky Pic"
"19587","12429","Young Mother (voice)"
"19587","129","Chihiro"
"19587","83389","Sachiko Hirokôji"
"19589","129","Yubaba"
"19590","129","Chihiro's Father"
"19590","37933","Hazia Dealer"
"19590","83389","Yoshio Onodera"
"19","590","Sally Lester"
"1959","11216","Elena Mendola - Adult"
"19591","129","Chihiro's Mother"
"1959","166","Françoise Beretton"
"1959","171","Françoise Beretton"
"19592","129","Aogaeru"
"19592","4935","Karushifâ"
"195936","42196","Claudia Fern"
"19","6068","Marjorie"
"19610","14030","Cornelius Hackl"
"19616","343","Mrs. Chasen"
"196179","59108","Lester"
"1963","8290","Figuration"
"19645","1870","Bertrand"
"19645","1871","Inspecteur Bertrand"
"19645","1875","Bertrand"
"19646","13043","Laurette Pic"
"19646","1870","Hélène"
"19646","1871","Hélène"
"19646","1875","Hélène"
"19646","38277","Laurette Pic"
"19646","7291","Manou Berliner"
"19647","166","Serge"
"19647","1870","Verleger"
"19647","1871","Verleger"
"19647","25253","Jean, le majordome"
"19654","119283","Melander"
"19654","13027","Defense Secretary Callister"
"19654","165739","Derrick"
"19654","1979","Ben Grimm"
"19654","1979","The Thing"
"19654","9425","Jimmy Pig"
"19654","9738","Ben Grimm"
"19655","10008","Richard Powell"
"19655","11026","Father Francis"
"19655","112336","Anthony Perkins"
"19655","193893","Porter"
"19655","198287","Mr. Zimit"
"19655","38540","Lt. Cdr. Ian Fleming"
"19655","80591","Edward"
"19655","83542","Young Rufus Sixsmith"
"19655","83542","Old Rufus Sixsmith"
"19655","83542","Nurse James"
"19655","83542","Archivist"
"19655","8619","1st Lt. Tom Pullings"
"19664","10025","Maggie"
"19664","10069","Abigail"
"19664","11397","Kara Fratelli"
"19664","37725","Nell Bedworth"
"1969","166","Poupette"
"1969","171","Poupette"
"197070","67675","Artie Abrams"
"1972","11183","Christiane"
"1972","159121","Lucienne"
"1972","166","Vanessa"
"1972","21435","Christiane Weissmuller"
"1972","33701","Christiane"
"19","72358","Samantha Davis"
"19728","10330","Ryan"
"19728","11851","Jay Austin"
"19728","12160","Sheriff Johnny Behan"
"19728","14844","President James Foster"
"19728","1878","Magazine Reporter at Mint 400"
"19728","30061","Superman"
"19729","10196","Gran Gran"
"19729","1879","Joanna Drayton"
"19731","2395","Numérodis"
"197315","8669","A"
"197315","8669","V Jones"
"1973","166","Éric Thompson"
"19","7326","Bren MacGuff"
"197350","70160","Flavius"
"197368","11286","Mel"
"19737","14822","Muscles"
"19737","1880","Danny"
"19739","1883","Elijah Muhammad"
"19740","105077","Ellen Tigh"
"19740","11522","Benny Hanson"
"19740","1883","Sophia"
"19740","35690","Susan Blakelee"
"1974","166","Étienne"
"19","7518","Gladys (voice)"
"19752","11507","Det. Jim McLean"
"19752","1884","Jeremitt Towani"
"19753","10202","Booing Goblin"
"19753","1884","Weechee"
"19753","26715","Hot Pocket"
"197537","2640","Peter Dawson"
"19754","10073","Hitch"
"19754","10147","Marcus"
"19754","10634","Mr. Parker"
"19754","13805","Indiana Jones"
"19754","1884","Tony Cox"
"19754","2123","Shonte"
"19754","46528","Eight-Ball"
"19754","68728","Knuck"
"19754","9760","Bink"
"197","585","Additional Voices (voice)"
"19760","1378","Ceth"
"19765","1378","Caleb"
"19767","12657","Captain Mack"
"19767","16161","Rodney"
"19767","2034","Blue"
"19767","26505","Max"
"19767","4258","Marcus"
"19767","77950","Smoove Move (voice)"
"19767","9384","Huggy Bear"
"19767","9490","Scavenger Smoker"
"19767","9992","Max"
"1977","10656","Le fleuriste"
"1977","166","Guibert"
"1977","1716","Gestapo Officer"
"1977","39385","Victor Benzakhem"
"19775","158914","Carl Snitcher"
"19775","18533","Phil"
"19775","1887","Léonard"
"19775","86467","François Laroche"
"19776","15097","Jean-Paul Martoni"
"19776","1887","Duc de Choiseul"
"19776","2332","Général Edmond Bertineau"
"19776","2334","Général Edmond Bertineau"
"19776","2335","Général Edmond Bertineau"
"1977","7452","Richard Borst"
"19781","539","Mrs. Chambers"
"19783","5854","Mrs. Hannagan"
"197872","10357","Medic"
"1979","10064","Levon Wallace"
"1979","10313","Larry Hooper"
"1979","10647","Eugene Simonet"
"1979","11185","Kirgo"
"1979","11615","David Gale"
"1979","1452","Lex Luthor"
"1979","14","Lester Burnham"
"1979","1645","D.A. Rufus Buckley"
"1979","167","Prot"
"1979","17431","Robot Gerty (Voice)"
"1979","2118","Det. Sgt. Jack Vincennes"
"1979","3525","Bob Speck"
"1979","45324","Jack Abramoff"
"19794","8072","Lemmy Caution"
"1979","50839","Sam Rogers"
"1979","51540","Dave Harken"
"1979","5375","Clyde"
"1979","629","Roger 'Verbal' Kint"
"1979","6440","Quoyle"
"1979","6478","Bobby Darin"
"1979","6950","Casey Schuler"
"19797","10403","Herself"
"19797","242090","Diner Patron"
"19797","8357","Lead"
"19797","84194","Amber"
"1979","8065","Micky Rosa"
"1979","807","John Doe"
"1979","8197","James Williams"
"1979","9487","Hopper (voice)"
"1979","9504","John Williamson"
"1979","9631","Lt. Chris Sabian"
"1980","15198","Donna Biebe"
"1980","167","Rachel Powell"
"1980","3021","Lilly Enslin"
"19803","19173","Jaime"
"19803","75638","Palladino"
"1980","8656","Andrea Baker"
"1980","9403","Alison Stern"
"1981","10567","Plio"
"1981","12763","Augustine James"
"1981","13920","Principle Daniels"
"1981","14177","Ms. Josephine"
"1981","14736","Camille Wright"
"1981","1592","Richterin Miriam Shoat"
"1981","167","Claudia Villars"
"1981","199","Lily Sloane"
"198","12889","The Robot Devil"
"198149","10189","Bobby"
"198150","13805","Wolf"
"198150","13805","Javier Bardem Look-A-Like"
"198150","13805","Police Officer"
"198150","13805","Hellboy"
"198150","13805","Batman"
"198150","13805","Beowulf"
"198150","13805","Prince Caspian"
"198150","195589","Jimmy"
"198","15969","Blue Genie (voice)"
"198","16366","Auctioneer"
"198","16366","Horse Trader (voice)"
"1981","76203","Mistress Shaw"
"1981","9341","Stickley"
"198203","13850","Br'er Rabbit"
"1982","10147","Hindustani Troublemaker"
"1982","12163","Medic"
"1982","13389","Dr Chadrabar"
"1982","13401","Deep"
"1982","15189","ACO Jake"
"1982","1542","Samir Nagheenanajar"
"1982","167","Dr. Chakaraborty"
"1982","473","Farroukh"
"198","249","Man in Chair"
"19","82703","Mrs. Grunion"
"19827","52274","Iván"
"1983","12143","J.C."
"1983","146238","Sergeant Barrancas"
"1983","167","Navarro"
"1983","1813","Big Guy #1"
"1983","38199","Agent Leandro"
"1983","44040","Henry"
"1983","454","Abra"
"198","35","Homer"
"198","35","Itchy"
"198","35","Barney"
"198","35","Grampa"
"198","35","Stage Manager"
"198","35","Krusty the Clown"
"198","35","Mayor Quimby"
"198","35","Mayor's Aide"
"198","35","Multi-Eyed Squirrel"
"198","35","Panicky Man"
"198","35","Sideshow Mel"
"198","35","Mr. Teeny"
"198","35","EPA Official"
"198","35","Kissing Cop"
"198","35","Bear"
"198","35","Boy on Phone"
"198","35","NSA Worker"
"198","35","Officer"
"198","35","Santa's Little Helper"
"198","35","Squeaky-Voiced Teen (voice)"
"19838","10216","Dr. Laura Baker"
"19838","15359","Hera"
"19838","1901","Ann Foreman"
"19838","3432","Emma Brooks"
"19838","462","Donna Jensen"
"19838","9348","Dr. Laura Baker"
"19838","9737","Captain Allison Sinclair"
"19839","10083","Computer Technician"
"19839","10858","Ron Ziegler"
"19839","11450","Dan Enright"
"19839","11831","Secretary John Forsyth"
"19839","137094","Dixon Lewis"
"19839","1406","Ira Shalowitz"
"19839","16871","Mr. Jacks"
"19839","1901","Morty"
"19839","2112","Arthur Stegman"
"19839","72207","Pete Solomon"
"1983","9787","Chino"
"19839","8012","Leo Devoe"
"19839","9087","Leon Kodak"
"19839","9822","Harry Ruben"
"1984","10731","Doreen"
"1984","1551","Winnie Hicks"
"1984","167","Joyce Trexler"
"1984","2756","Lisa 'One Night' Standing"
"19","84306","Prof. Judith Fairfield"
"1984","43347","Gail"
"19851","1903","Dr. Pomeranz"
"19851","4944","Olson"
"1985","167","Ernie"
"19855","1904","Chiyo"
"19857","11953","Otsuyanokata"
"19857","127372","Mitsuko Kajima"
"19857","1904","Mother"
"19858","1904","Young Pumpkin"
"19860","11237","Tran"
"19860","1904","Koichi"
"19860","39254","Tak Mashido"
"1986","10395","George"
"19861","1904","Sakamoto's Wife"
"1986","14560","Chief Brooks"
"1986","167","Sal"
"19861","944","Hong's Wife"
"1986","231","Leland Lee Janus"
"1986","2779","Ned"
"1986","388","Captain Coughlin"
"19866","10795","Philippe Neuville"
"19866","11661","Lieutenant Audebert"
"19866","149087","Frank Drevil"
"19866","172106","Pierre Durand"
"19866","1907","Étienne"
"19866","23830","Alex Mann"
"19866","2882","Franck"
"19866","74945","L'instituteur"
"19866","8424","Julien"
"19866","89899","Thibault"
"19866","9597","Etienne Boisset"
"19867","1907","Christo"
"1986","80389","Embassy Guy"
"19868","1907","Keaty"
"1986","87502","Avington Carr"
"19868","8202","Giroux"
"19869","1907","Zeph"
"19869","191903","SSgt. Darrel 'Shifty' Powers"
"19","87440","Sheryl Phillips"
"198797","7233","One-Love"
"198812","84194","Nathan"
"198812","84199","Brendan Meltzer"
"198812","9297","Bully #2 (voice)"
"198855","119431","Michael Sullivan"
"198855","157386","Ricky"
"198855","16873","Tumi"
"19888","10798","Maelle Coste"
"19888","184314","Sylvie"
"19888","1909","Dona Ana"
"19889","13990","Grandpa Shapiro"
"19889","1909","Dr. Paul Showalter"
"19889","5966","Irving Feffer"
"19","89008","Carol Ostroff"
"1989","10712","Mona Lauder"
"1989","11313","Alana Files"
"1989","1213","Aunt Joan"
"1989","167","Mrs. Archer"
"1989","1927","Mrs. Krensler"
"1989","22825","Lana Burns"
"198927","252680","Allyson"
"1989","36419","Beatrice Taylor"
"1989","4858","Ludmilla Belicec"
"1989","5956","Hazel Cairn"
"1989","687","Mary Beth Percy"
"1989","6947","Vivian Percy"
"19898","1911","Buliwyf"
"19898","38543","Tiberius"
"1989","9685","Bunny"
"1989","9919","Glenda"
"19900","1911","Edgtho the Silent"
"19901","10528","Captain Tanner"
"19901","1911","Helfdane the Fat"
"19901","76338","Tyr"
"19902","1572","Mischa"
"19902","1911","Rethel the Archer"
"19903","1911","Skeld the Superstitious"
"19903","5708","Kevin"
"19903","6038","Master at Arms"
"19903","82695","Ensemble At The End of the Day"
"19907","111083","Mayka Villaverde"
"19907","1913","Julia"
"19907","52274","Julia"
"19907","52274","Sara"
"19907","6537","Laura"
"19910","6076","Anna Gotzlowski"
"19910","9511","Anna Gotzlowski"
"199","11005","Eleanor Costello"
"199","11430","Mom"
"19923","10399","Mr. Rushworth"
"19923","152760","Donald Jeffries"
"19923","50204","Lord Harrington"
"199240","15658","Father"
"199","2639","Grace"
"199298","145135","Alex Holcombe"
"199298","2503","Tactical Team Leader"
"19934","8736","Sylvie"
"199","35","Marge Simpson"
"199","35","Selma"
"199","35","Patty (voice)"
"19936","50848","Annette Martin, la mère d'Arthur"
"199432","10679","Nazi Weapons Officer"
"19","9466","Evelyn Isaacs"
"199","5143","Gail"
"19957","11395","Laura Calvin Miller"
"19957","125490","Mira Tesser"
"19957","13767","Laura Miller"
"19957","2274","Mary Stanton"
"19957","2277","'Ma'am' Martin"
"19957","2655","Elena"
"19957","8452","Natalie"
"19957","9021","Laura Calvin Miller"
"19957","9036","Eve McClaren"
"19957","9272","Susan Evans"
"19957","9772","Grace Marshall"
"19957","9954","Evelyn Danvers"
"19958","10428","Lauren Murphy"
"19958","8270","Barbara Pratt"
"19961","193893","Josie"
"19961","28211","Anna"
"19961","49950","Maria"
"19961","71254","Lori"
"19961","84892","Candace"
"19967","10671","Mrs. Schultz"
"19968","11219","Deputy Sheriff Calvin Wiggs"
"19968","26596","Corey"
"19974","11186","Mattson"
"19974","13053","The Agent (voice)"
"19974","13812","Lawrence"
"19974","1921","Vince"
"19974","87826","Principal Becher"
"19974","8998","Matt"
"19975","10678","Todd Gendler"
